"Filter 1","F1 (2)","StartDate","EndDate","Status","IPAddress","Progress","Duration__in_seconds_","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Consent","SWLS_1","SWL01","SWLS_2","SWL_02","SWLS_3","SWL_03","SWLS_4","SWL_04","SWLS_5","SWL_05","SWLScr","Attention_Check","SCC_1_","SCC_2_","SCC_3_","SCC_4_","SCC_5_","SCC_6","RSCC_6","SCC_7_","SCC_8_","SCC_9_","SCC_10_","SCC_11","RSCC_11","SCC_12_","SCCScr","DN_1","DN_2","DN_3_","RDN_3","DN_Scr","IN_1","IN_2","IN_3","RIN_3","IN_Scr","LM_YA1","LM_YA2","LM_YA3","LM_YA4","LM_YA5","LM_YA6","LM_YA7","LM_YA8","LM_YA9","LM_YA10","LM_YA11","LM_YA12","LM_YA13","LM_YA14","LM_YA15","LM_YA16","LM_MA1","LM_MA2","LM_MA3","LM_MA4","LM_MA5","LM_MA6","LM_MA7","LM_MA8","LM_MA9","LM_MA10","LM_MA11","LM_MA12","LM_MA13","LM_EA1","LM_EA2","LM_EA3","LM_EA4","LM_EA5","LM_EA6","LM_EA7","LM_EA8","LM_EA9","LM_EA10","LM_EA11","LM_EA12","CYA1","CYA2","CYA3","CYA4","CYA5","CYA6","CYA7","CYA8","CYA9","CYA10","CYA11","CYA12","CYA13","CYA14","CYA15","CYA16","CMA1","CMA2","CMA3","CMA4","CMA5","CMA6","CMA7","CMA8","CMA9","CMA10","CMA11","CMA12","CMA13","CEA1","CEA2","CEA3","CEA4","CEA5","CEA6","CEA7","CEA8","CEA9","CEA10","CEA11","CEA12","A_YA1_1","A_YA2_1","A_YA3_1","A_YA4_1","A_YA5_1","A_YA6_1","A_YA7_1","A_YA8_1","check50_1","A_YA9_1","A_YA10_1","A_YA11_1","A_YA12_1","A_YA13_1","A_YA14_1","A_YA15_1","A_YA16_1","A_MA1_1","A_MA2_1","A_MA3_1","A_MA4_1","A_MA5_1","A_MA6_1","A_MA7_1","A_MA8_1","A_MA9_1","A_MA10_1","A_MA11_1","A_MA12_1","A_MA13_1","A_EA1_1","A_EA2_1","A_EA3_1","A_EA4_1","A_EA5_1","A_EA6_1","A_EA7_1","A_EA8_1","A_EA9_1","A_EA10_1","A_EA11_1","A_EA12_1","YA%1","YA%2","YA%3","YA%4","YA%5","YA%6","YA%7","YA%8","YA%9","YA%10","YA%11","YA%12","YA%13","YA%14","YA%15","YA%16","MYA%","MA%1","MA%2","MA%3","MA%4","MA%5","MA%6","MA%7","MA%8","MA%9","MA%10","MA%11","MA%12","MA%13","MMA%","EA%1","EA%2","EA%3","EA%4","EA%5","EA%6","EA%7","EA%8","EA%9","EA%10","EA%11","EA%12","MEA%","FTP_1","FTP_2","FTP_3","FTP_4","FTP_5","FTP_6","FTP_7","FTP_8","RFTP_8","FTP_9","RFTP_9","FTP_10","RFTP_10","FTP_Scr","Age","Age Group","Age_aq","Gender","Q71_1","Q71_2","Q71_3","Q71_4","Q71_5","Q71_6","Q71_7","Q71_7_TEXT","Education","Income","PoliticalOrientation","Religion","Religion_10_TEXT","participantId","assignmentId","projectId","projectId (2)"
1,1,19775,19775,0,"50.104.17.250",100.0,458.0,1,19775,"R_7k0TGNAEceHzWDm",,,,,"38.7103","-85.4783","anonymous","EN",1,6,0.8333333333333334,4,0.75,6,0.8333333333333334,6,0.8333333333333334,6,0.8333333333333334,0.8166666666666667,"I went to the grocery store to run errands.",3,2,5,3,5,6,2,5,3,3,5,3,5,3,3.6666666666666665,2,2,6,2,2.0,2,1,7,1,1.3333333333333333,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,2,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,50.0,50.0,49.0,51.0,50.0,49.0,50.0,50.0,50.0,50.0,50.0,71.0,50.0,42.0,50.0,50.0,49.0,50.0,49.0,51.0,50.0,50.0,50.0,50.0,5.0,0.0,0.0,51.0,71.0,7.0,0.0,0.0,32.0,49.0,49.0,0.0,50.0,49.0,50.0,19.0,49.0,70.0,-50.0,-50.0,49.0,51.0,-50.0,49.0,50.0,50.0,50.0,50.0,71.0,50.0,-42.0,50.0,-50.0,49.0,20.4375,50.0,49.0,51.0,-50.0,50.0,50.0,50.0,-5.0,-0.0,-0.0,51.0,71.0,-7.0,27.692307692307693,-0.0,-0.0,-32.0,49.0,49.0,-0.0,50.0,49.0,50.0,-19.0,49.0,70.0,26.25,7,7,7,7,4,4,7,3,5,2,6,4,4,5.8,26.0,"Young Adult",676.0,2,1,,,,,,,,3,6,2,3,,"3B8CD7E6A73442A4AF9E166C40BFDCBC","15840c69-0dfd-4d02-868b-180c33a4bc20","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"172.56.52.36",100.0,3280.0,1,19775,"R_52AasjdZn48tHi9",,,,,"29.6889","-95.3071","anonymous","EN",1,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,0.0,"Baked two cheesecakes",6,6,4,4,3,3,5,4,5,6,3,4,4,4,4.5,4,3,4,4,3.6666666666666665,4,3,5,3,3.3333333333333335,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,43.0,35.0,35.0,57.0,29.0,46.0,45.0,50.0,50.0,68.0,11.0,64.0,67.0,40.0,38.0,33.0,21.0,30.0,24.0,45.0,39.0,36.0,16.0,38.0,0.0,0.0,0.0,38.0,20.0,23.0,0.0,0.0,37.0,64.0,50.0,53.0,36.0,52.0,31.0,40.0,12.0,58.0,-43.0,-35.0,-35.0,-57.0,-29.0,-46.0,45.0,-50.0,-68.0,11.0,-64.0,67.0,-40.0,-38.0,33.0,21.0,-20.5,-30.0,-24.0,-45.0,-39.0,-36.0,-16.0,-38.0,-0.0,-0.0,-0.0,-38.0,-20.0,-23.0,-23.76923076923077,-0.0,-0.0,-37.0,-64.0,50.0,-53.0,-36.0,-52.0,-31.0,40.0,12.0,-58.0,-19.083333333333332,4,5,3,5,3,3,3,5,3,5,3,5,3,3.5,26.0,"Young Adult",676.0,1,,1,,,,,,,2,3,4,9,,"1DE44F23C4D54CA9B8FB5B931D596BF6","09bb20e6-7688-4b3d-91aa-6d288ad4bb37","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"174.195.98.54",100.0,792.0,1,19775,"R_3RjteGDDSDbYPjI",,,,,"36.0088","-115.2178","anonymous","EN",1,5,0.6666666666666666,4,0.75,6,0.8333333333333334,6,0.8333333333333334,5,0.6666666666666666,0.75,"At 10 a.m. I went to my favorite bakery and had a latte and a cinnamon roll.",6,6,6,6,5,6,2,5,6,6,6,2,6,6,5.5,6,6,3,5,5.666666666666667,6,2,2,6,4.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,97.0,89.0,63.0,92.0,86.0,82.0,75.0,82.0,50.0,88.0,86.0,95.0,8.0,13.0,83.0,82.0,90.0,71.0,80.0,83.0,58.0,10.0,86.0,10.0,94.0,95.0,87.0,73.0,5.0,80.0,86.0,90.0,91.0,91.0,82.0,80.0,85.0,82.0,54.0,91.0,90.0,86.0,97.0,89.0,63.0,92.0,86.0,82.0,75.0,82.0,88.0,86.0,95.0,8.0,13.0,83.0,82.0,90.0,75.6875,71.0,80.0,83.0,-58.0,10.0,86.0,-10.0,94.0,95.0,87.0,73.0,5.0,-80.0,41.23076923076923,-86.0,90.0,91.0,91.0,82.0,80.0,85.0,82.0,54.0,91.0,90.0,86.0,69.66666666666667,3,2,3,2,2,3,3,6,2,5,3,6,2,2.5,70.0,"Elderly Adult",4900.0,1,1,,,,,,,,5,2,2,11,,"8F0DEA30918646299340E0018A729C96","a64d65c3-d00e-4a4c-8b3a-f0a03aef5359","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"69.248.110.90",100.0,1054.0,1,19775,"R_10O4qSPxaz8s6tz",,,,,"39.8612","-74.6674","anonymous","EN",1,3,0.3333333333333333,2,0.25,5,0.6666666666666666,6,0.8333333333333334,3,0.3333333333333333,0.48333333333333334,"This weekend we visited my mother-in-law for our usual Sunday dinner.",7,7,7,6,7,2,6,6,6,6,3,1,7,6,6.166666666666667,5,4,3,5,4.666666666666667,5,3,4,4,4.0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,1,1,1,95.0,85.0,75.0,70.0,80.0,80.0,50.0,70.0,50.0,70.0,50.0,90.0,50.0,60.0,75.0,75.0,75.0,40.0,90.0,90.0,70.0,50.0,80.0,30.0,90.0,95.0,80.0,90.0,40.0,80.0,70.0,75.0,100.0,80.0,90.0,60.0,50.0,70.0,70.0,65.0,85.0,80.0,95.0,85.0,75.0,70.0,-80.0,80.0,50.0,70.0,70.0,50.0,90.0,50.0,60.0,75.0,75.0,75.0,61.875,40.0,90.0,90.0,70.0,50.0,80.0,-30.0,-90.0,-95.0,-80.0,90.0,-40.0,80.0,19.615384615384617,-70.0,75.0,-100.0,80.0,90.0,-60.0,-50.0,-70.0,70.0,65.0,85.0,80.0,16.25,2,1,2,1,1,3,1,7,1,6,2,7,1,1.5,68.0,"Elderly Adult",4624.0,2,1,,,,,,,,4,5,2,9,,"080C25F037B24973B21CDB7E76851B09","bec4fdcc-f098-431b-974d-712721aa84a9","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"172.2.146.225",100.0,1100.0,1,19775,"R_5QnxfIa7NCQNI8F",,,,,"37.2507","-121.836","anonymous","EN",1,2,0.16666666666666666,3,0.5,2,0.16666666666666666,4,0.5,2,0.16666666666666666,0.3,"I took a nice, long walk in the country, to get some fresh air and exercise.",6,6,6,6,7,2,6,6,7,6,6,2,6,5,6.083333333333333,6,5,3,5,5.333333333333333,5,3,4,4,4.0,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,90.0,76.0,50.0,60.0,76.0,81.0,71.0,67.0,50.0,77.0,82.0,88.0,56.0,74.0,63.0,76.0,82.0,80.0,76.0,83.0,75.0,75.0,56.0,80.0,83.0,74.0,65.0,95.0,9.0,56.0,76.0,80.0,95.0,79.0,85.0,60.0,65.0,89.0,61.0,79.0,74.0,89.0,90.0,-76.0,50.0,-60.0,-76.0,81.0,71.0,67.0,77.0,82.0,88.0,56.0,74.0,-63.0,76.0,82.0,38.6875,-80.0,76.0,83.0,75.0,75.0,-56.0,80.0,-83.0,-74.0,-65.0,95.0,-9.0,56.0,13.307692307692308,-76.0,80.0,95.0,79.0,85.0,60.0,65.0,89.0,-61.0,79.0,74.0,89.0,54.833333333333336,4,4,3,3,1,3,3,7,1,6,2,7,1,2.5,65.0,"Elderly Adult",4225.0,2,1,,,,,,,,3,2,2,2,,"089D82A5517A4F8DBE81B68F9B619986","dd76c702-e05f-4fc1-8419-830fa7869d35","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"76.113.20.205",100.0,608.0,1,19775,"R_11XfXATxymopnWO",,,,,"35.1518","-106.5789","anonymous","EN",1,6,0.8333333333333334,4,0.75,6,0.8333333333333334,6,0.8333333333333334,5,0.6666666666666666,0.7833333333333333,"This weekend I went for a hike with my dog.",6,6,6,6,6,2,6,6,6,6,6,2,6,6,6.0,5,3,5,3,3.6666666666666665,4,2,6,2,2.6666666666666665,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,53.0,49.0,9.0,43.0,61.0,91.0,9.0,86.0,50.0,86.0,58.0,40.0,66.0,15.0,38.0,38.0,77.0,66.0,53.0,74.0,4.0,64.0,45.0,33.0,0.0,0.0,0.0,45.0,54.0,7.0,0.0,0.0,6.0,4.0,28.0,5.0,6.0,53.0,9.0,35.0,7.0,76.0,53.0,-49.0,9.0,43.0,61.0,91.0,9.0,86.0,86.0,58.0,40.0,66.0,15.0,-38.0,38.0,77.0,40.3125,66.0,53.0,74.0,-4.0,64.0,45.0,33.0,-0.0,-0.0,-0.0,45.0,54.0,-7.0,32.53846153846154,-0.0,-0.0,-6.0,4.0,28.0,-5.0,-6.0,53.0,-9.0,-35.0,7.0,76.0,8.916666666666666,7,7,6,7,7,7,7,1,7,1,7,2,6,6.8,29.0,"Young Adult",841.0,1,,,1,,,,,,4,11,4,1,,"40D9093DEF654A2BAB0F478B4D929E28","bf394443-232f-4062-8d0f-b8406233b7e4","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"108.35.69.86",100.0,321.0,1,19775,"R_5YaFo2aMm7oqbmB",,,,,"40.4992","-74.4996","anonymous","EN",1,1,0.0,4,0.75,1,0.0,5,0.6666666666666666,1,0.0,0.2833333333333333,"I went out to a restaurant with family and ate good food.",2,2,3,2,1,6,2,5,2,2,1,7,1,1,2.0,3,3,5,3,3.0,3,3,5,3,3.0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,5.0,20.0,5.0,15.0,20.0,10.0,50.0,60.0,50.0,75.0,70.0,50.0,40.0,5.0,10.0,10.0,20.0,10.0,5.0,10.0,0.0,35.0,10.0,10.0,0.0,0.0,0.0,50.0,30.0,25.0,0.0,0.0,30.0,0.0,15.0,0.0,30.0,80.0,50.0,50.0,5.0,20.0,-5.0,-20.0,-5.0,-15.0,-20.0,-10.0,-50.0,-60.0,-75.0,70.0,-50.0,-40.0,-5.0,-10.0,10.0,-20.0,-19.0625,-10.0,-5.0,-10.0,-0.0,35.0,-10.0,-10.0,-0.0,-0.0,-0.0,-50.0,-30.0,-25.0,-8.846153846153847,-0.0,-0.0,-30.0,-0.0,-15.0,-0.0,-30.0,80.0,50.0,-50.0,5.0,-20.0,-0.8333333333333334,1,1,1,1,1,1,1,7,1,7,1,7,1,1.0,20.0,"Young Adult",400.0,1,1,,,,,,,,3,1,1,8,,"29D61ED4F035472BBF58239AB24C15C2","2fae1fae-5d07-4597-b71c-2c2f3233fa41","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"108.75.95.1",100.0,198.0,1,19775,"R_7RHcLfhZ9J9XZ2V",,,,,"26.6371","-80.0841","anonymous","EN",1,7,1.0,4,0.75,6,0.8333333333333334,6,0.8333333333333334,6,0.8333333333333334,0.85,,4,6,4,5,5,4,4,5,5,6,6,6,2,3,4.583333333333333,6,3,5,3,4.0,5,5,6,2,4.0,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,-1,1,-1,1,1,1,75.0,72.0,93.0,78.0,52.0,68.0,74.0,40.0,46.0,74.0,81.0,73.0,61.0,75.0,44.0,66.0,58.0,83.0,72.0,77.0,86.0,77.0,77.0,74.0,68.0,62.0,48.0,81.0,73.0,14.0,49.0,56.0,73.0,71.0,75.0,75.0,45.0,81.0,29.0,51.0,85.0,59.0,75.0,72.0,-93.0,-78.0,52.0,68.0,74.0,40.0,74.0,81.0,-73.0,61.0,-75.0,44.0,66.0,58.0,27.875,83.0,72.0,77.0,-86.0,77.0,77.0,74.0,-68.0,62.0,48.0,81.0,73.0,-14.0,42.76923076923077,49.0,56.0,-73.0,71.0,75.0,75.0,-45.0,81.0,-29.0,51.0,85.0,59.0,37.916666666666664,5,4,5,5,4,5,5,3,5,5,3,4,4,4.5,26.0,"Young Adult",676.0,1,1,,,,,,,,5,5,4,3,,"4B8B7F875E524C49BA7EB274963751EA","a6d0d323-f75e-458c-bc9d-25d3f1fe3230","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"173.75.209.71",100.0,627.0,1,19775,"R_1PEDixjLbUHmB2N",,,,,"39.9664","-75.1685","anonymous","EN",1,5,0.6666666666666666,3,0.5,6,0.8333333333333334,2,0.16666666666666666,6,0.8333333333333334,0.6,"I went to a fancy Italian restaurant.",4,3,2,6,4,4,4,3,2,4,4,2,6,4,3.8333333333333335,6,4,6,2,4.0,6,2,7,1,3.0,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,65.0,25.0,40.0,40.0,60.0,50.0,0.0,35.0,50.0,45.0,50.0,50.0,40.0,45.0,50.0,25.0,40.0,35.0,60.0,50.0,60.0,40.0,40.0,50.0,30.0,0.0,40.0,70.0,50.0,15.0,30.0,0.0,75.0,45.0,50.0,60.0,40.0,45.0,45.0,45.0,5.0,50.0,-65.0,-25.0,40.0,40.0,-60.0,50.0,0.0,35.0,45.0,50.0,50.0,40.0,45.0,-50.0,25.0,40.0,16.25,35.0,60.0,50.0,60.0,40.0,-40.0,50.0,-30.0,-0.0,-40.0,70.0,-50.0,-15.0,14.615384615384615,-30.0,-0.0,75.0,45.0,50.0,60.0,40.0,45.0,-45.0,-45.0,-5.0,50.0,20.0,4,6,6,7,5,4,6,4,4,4,4,7,1,4.7,24.0,"Young Adult",576.0,1,,1,,,,,,,3,2,2,5,,"08B341BEEA054293985F646A809C60B7","7cf82d75-5c90-4ada-b57b-0c0fbac1e2eb","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"172.56.74.64",100.0,877.0,1,19775,"R_62ED0BqwC7SlsUx",,,,,"28.5009","-81.3185","anonymous","EN",1,7,1.0,5,1.0,7,1.0,6,0.8333333333333334,6,0.8333333333333334,0.9333333333333333,"On Saturday morning I took my youngest son for a haircut, he really needed one.",6,6,6,6,3,1,7,5,6,6,6,1,7,2,5.5,6,6,2,6,6.0,6,4,5,3,4.333333333333333,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,92.0,63.0,92.0,56.0,64.0,79.0,34.0,46.0,50.0,93.0,75.0,98.0,63.0,59.0,97.0,61.0,82.0,91.0,93.0,85.0,40.0,30.0,72.0,20.0,75.0,98.0,77.0,100.0,10.0,85.0,50.0,58.0,89.0,67.0,83.0,86.0,83.0,71.0,38.0,98.0,95.0,71.0,-92.0,63.0,92.0,56.0,64.0,79.0,34.0,46.0,93.0,75.0,98.0,63.0,59.0,97.0,61.0,82.0,60.625,91.0,93.0,85.0,-40.0,-30.0,72.0,20.0,75.0,98.0,77.0,100.0,-10.0,-85.0,42.0,-50.0,58.0,89.0,67.0,83.0,86.0,83.0,71.0,38.0,98.0,95.0,71.0,65.75,6,6,7,6,6,5,6,4,4,4,4,6,2,5.2,62.0,"Elderly Adult",3844.0,1,1,,,,,,,,5,5,3,3,,"859637A2BD5949DF95C047186873A69D","09b9d716-f508-4832-8c2e-09abe16676b2","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"107.11.181.48",100.0,1720.0,1,19775,"R_7XaIn36OJiDgD0D",,,,,"40.2738","-81.8662","anonymous","EN",1,3,0.3333333333333333,2,0.25,3,0.3333333333333333,6,0.8333333333333334,2,0.16666666666666666,0.3833333333333333,"I worked on Prolific tasks everyday of this past weekend.",6,6,6,6,6,3,5,6,6,6,4,3,5,6,5.666666666666667,4,5,2,6,5.0,4,4,5,3,3.6666666666666665,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,2,2,2,1,2,1,2,1,2,1,1,2,,1,1,1,1,2,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,,1,1,1,1,-1,95.0,37.0,24.0,66.0,52.0,81.0,67.0,90.0,50.0,92.0,67.0,98.0,81.0,49.0,44.0,49.0,85.0,70.0,82.0,55.0,11.0,50.0,56.0,35.0,63.0,96.0,65.0,52.0,4.0,39.0,83.0,56.0,85.0,91.0,92.0,35.0,58.0,64.0,35.0,30.0,70.0,71.0,95.0,37.0,24.0,66.0,-52.0,81.0,67.0,90.0,92.0,67.0,98.0,81.0,-49.0,44.0,-49.0,85.0,48.5625,-70.0,82.0,-55.0,11.0,-50.0,56.0,35.0,-63.0,-96.0,-65.0,52.0,-4.0,39.0,-9.846153846153847,-83.0,56.0,-85.0,91.0,92.0,-35.0,,64.0,35.0,30.0,70.0,-71.0,,3,3,6,2,3,3,4,5,3,5,3,5,3,3.3,64.0,"Elderly Adult",4096.0,1,1,,,,,,,,2,2,3,3,,"757FE5C2BDEA411B93086A88D58EFF5E","a044f346-c7be-4684-a131-92bbb3308599","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"66.188.202.73",100.0,773.0,1,19775,"R_3fjiPg53koXnsHD",,,,,"44.0484","-92.4948","anonymous","EN",1,6,0.8333333333333334,4,0.75,6,0.8333333333333334,6,0.8333333333333334,5,0.6666666666666666,0.7833333333333333,"This weekend I walked in the park.",6,6,6,6,6,2,6,6,6,6,6,2,6,6,6.0,7,6,2,6,6.333333333333333,6,5,4,4,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,99.0,80.0,90.0,80.0,89.0,70.0,80.0,90.0,50.0,99.0,90.0,99.0,10.0,80.0,90.0,80.0,85.0,90.0,80.0,90.0,90.0,98.0,85.0,80.0,85.0,99.0,90.0,85.0,10.0,80.0,85.0,85.0,80.0,95.0,90.0,80.0,80.0,75.0,75.0,75.0,80.0,85.0,99.0,80.0,90.0,80.0,89.0,70.0,80.0,90.0,99.0,90.0,99.0,10.0,80.0,90.0,80.0,85.0,81.9375,90.0,80.0,90.0,90.0,98.0,85.0,80.0,85.0,99.0,90.0,85.0,-10.0,80.0,80.15384615384616,85.0,85.0,80.0,95.0,90.0,80.0,80.0,75.0,75.0,75.0,80.0,85.0,82.08333333333333,5,4,5,2,2,4,5,4,4,5,3,5,3,3.7,71.0,"Elderly Adult",5041.0,1,1,,,,,,,,5,5,2,1,,"BF9CB3BA1FA042CAB85F0961DA4ADE5C","f27e90ac-2543-463a-afe1-5a7f18c3a26a","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"216.184.66.176",100.0,755.0,1,19775,"R_10lcRvv2pvn2NMZ",,,,,"36.6912","-82.0186","anonymous","EN",1,3,0.3333333333333333,4,0.75,5,0.6666666666666666,3,0.3333333333333333,1,0.0,0.41666666666666663,"This weekend, I went to see Dune (1984) in the theater with my younger brother.",3,3,2,3,3,3,5,2,5,3,5,5,3,5,3.5,6,6,2,6,6.0,5,3,3,5,4.333333333333333,1,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,-1,1,1,-1,1,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,71.0,78.0,81.0,64.0,41.0,82.0,53.0,73.0,50.0,95.0,81.0,87.0,72.0,82.0,80.0,33.0,83.0,61.0,72.0,62.0,30.0,90.0,71.0,75.0,1.0,5.0,4.0,50.0,19.0,8.0,3.0,11.0,56.0,66.0,70.0,18.0,66.0,80.0,28.0,36.0,12.0,69.0,71.0,-78.0,81.0,64.0,-41.0,82.0,53.0,-73.0,95.0,81.0,87.0,72.0,-82.0,80.0,-33.0,83.0,33.875,61.0,72.0,62.0,-30.0,90.0,71.0,75.0,-1.0,-5.0,-4.0,-50.0,-19.0,-8.0,24.153846153846153,-3.0,-11.0,-56.0,-66.0,70.0,-18.0,-66.0,-80.0,-28.0,-36.0,-12.0,-69.0,-31.25,2,6,5,6,3,3,5,5,3,4,4,6,2,3.9,28.0,"Young Adult",784.0,2,1,,,,,,,,5,9,2,11,,"86AC43B97E41405EA76294740819988C","1523cc46-1cc0-49d9-acec-18dc0e29ae89","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
